0.000927333,0.000916917,0.000909667,0.000907833,0.000908967,0.000910444,0.000911405,0.000912958,0.000913685,0.00091435,0.000914788,0.000915222,
0.022675,0.0226764,0.0225905,0.0227226,0.022765,0.0228171,0.022843,0.0228352,0.0228581,0.0228641,0.0228168,0.0228202,
0.11396,0.113014,0.112893,0.113481,0.113203,0.112998,0.11328,0.11315,0.113218,0.113182,0.113089,0.113078,
0.206875,0.206892,0.206936,0.206922,0.20687,0.206862,0.206818,0.206749,0.206681,0.20661,0.206559,0.206531,
0.385729,0.385843,0.385754,0.385695,0.385618,0.385579,0.385556,0.385531,0.385605,0.385632,0.385597,0.385614,
0.722141,0.722533,0.722927,0.722847,0.722677,0.722569,0.722548,0.722444,0.7224,0.722332,0.722333,0.72231,
1.44057,1.44048,1.44044,1.44065,1.44057,1.44044,1.44048,1.44046,1.4404,1.44039,1.44034,1.44038,
2.27864,2.27824,2.27839,2.27851,2.27852,2.27844,2.27848,2.27838,2.27839,2.27853,2.27867,2.27879,
2.98676,2.98788,2.98818,2.98804,2.98842,2.98819,2.98923,2.98936,2.98914,2.98908,2.99018,2.99173,
5.65814,5.6545,5.65088,5.652,5.65315,5.65297,5.65205,5.65104,5.65099,5.65006,5.64963,5.64809,
9.27202,9.26243,9.26847,9.26881,9.27077,9.26652,9.26455,9.2654,9.26574,9.26498,9.26397,9.26392,
12.3271,12.3242,12.3189,12.3265,12.3256,12.3278,12.3257,12.3181,12.3051,12.2913,12.2788,12.2676,
16.6535,16.6592,16.6723,16.6676,16.6655,16.6695,16.6725,16.6726,16.6744,16.6774,16.6775,16.6783,
23.1523,23.1539,23.152,23.1471,23.1491,23.1523,23.155,23.1551,23.1519,23.1555,23.1565,23.1562,
25.8668,25.858,25.8567,25.8545,25.8549,25.8563,25.8581,25.8582,25.8611,25.8622,25.8641,25.8655,
43.746,43.7483,43.7586,43.7464,43.759,43.7577,43.7569,43.758,43.7595,43.7595,43.7588,43.7606,
54.0665,54.0107,54.0149,54.007,54.0245,54.0144,54.0022,53.994,53.995,54.0009,54.0018,53.9965,
75.6282,75.6729,75.657,75.6331,75.6353,75.6424,75.6329,75.6161,75.6102,75.6082,75.6022,75.6013,
73.3993,73.4177,73.3745,73.3607,73.3677,73.3709,73.3928,73.3943,73.3926,73.3904,73.3898,73.3876,
153.055,153.101,153.082,153.122,153.119,153.105,153.105,153.13,153.151,153.161,153.171,153.176,
122.24,122.302,122.403,122.443,122.445,122.407,122.386,122.37,122.36,122.369,122.372,122.386,
209.134,209.043,209.066,209.091,209.109,209.099,209.085,209.064,209.057,209.055,209.056,209.068,
218.56,218.458,218.425,218.486,218.485,218.486,218.491,218.468,218.455,218.45,218.47,218.46,
