0.0009556,0.0009095,0.000903778,0.000899583,0.000898733,0.0008955,0.000894476,0.000892958,
0.0229702,0.0229443,0.0229186,0.0229155,0.0229327,0.0229432,0.0229353,0.0229204,
0.113984,0.113059,0.112801,0.112794,0.112533,0.112433,0.112415,0.112475,
0.204784,0.203359,0.203774,0.203603,0.203497,0.203409,0.203473,0.203469,
0.381674,0.381392,0.381033,0.380866,0.380831,0.380929,0.380863,0.380834,
0.712828,0.712884,0.712801,0.712584,0.712742,0.712696,0.712621,0.712556,
1.42933,1.43029,1.43037,1.43078,1.43034,1.43032,1.43018,1.43026,
2.27176,2.2727,2.27202,2.27167,2.2726,2.27606,2.28006,2.28318,
3.01378,3.0171,3.01256,3.01262,3.01201,3.01139,3.01115,3.01131,
5.62684,5.63245,5.6285,5.62648,5.62426,5.62193,5.6217,5.62139,
9.27049,9.27563,9.26694,9.26902,9.2729,9.27643,9.27507,9.27746,
12.3495,12.3199,12.316,12.2972,12.2857,12.2686,12.2561,12.2496,
16.5507,16.5649,16.5625,16.5638,16.564,16.5621,16.5738,16.5894,
23.2168,23.2114,23.2117,23.2077,23.2041,23.2041,23.2057,23.2026,
25.9528,25.9715,25.987,26.011,26.0108,26.0261,26.0147,26.009,
43.9587,43.9313,43.9384,43.9484,43.9191,43.9048,43.8734,43.8515,
54.193,54.1887,54.2443,54.2171,54.2339,54.2289,54.2222,54.2352,
75.8406,75.8302,75.8034,75.8153,75.7958,75.7759,75.7661,75.7671,
73.9062,73.7101,73.7299,73.808,73.7908,73.8099,73.8262,73.8248,
153.452,153.552,153.442,153.481,153.439,153.383,153.393,153.417,
123.211,123.38,123.445,123.394,123.435,123.449,123.453,123.421,
209.509,209.549,209.568,209.46,209.434,209.445,209.483,209.49,
219.063,218.681,218.569,218.543,218.428,218.325,218.245,218.228,
