0.00308083,0.00260467,0.00233239,0.00219704,
0.0287072,0.0299599,0.0306237,0.0309392,
0.304071,0.251734,0.222862,0.208678,
0.384993,0.372327,0.365452,0.362068,
6.58117,3.74281,2.16916,1.38349,
4.47036,2.80368,1.87901,1.4173,
17.3037,18.4718,19.7093,18.5931,
156.442,125.689,103.001,87.2889,
20.1849,12.3987,8.08363,5.92674,
55.2192,32.3911,19.7213,13.3894,
85.9766,51.5398,32.4231,22.8744,
83.5961,50.8194,32.6103,23.5065,
105.458,65.1745,42.8301,31.6704,
119.815,89.0137,72.0295,63.5298,
173.236,107.49,71.0369,52.8103,
221.514,144.192,101.368,79.9479,
202.158,142.015,108.7,92.0546,
400.182,241.488,153.637,109.776,
408.265,255.372,170.452,127.973,
770.806,465.249,295.85,211.354,
729.003,452.029,298.542,221.998,
